id,country,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,vendor,line_item_quantity,line_item_value,weight_kgs,freight_cost_usd,line_item_insurance_usd
41723,Uganda,FCA,Air,25-Apr-14,25-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1000,5940,116,1105.6,6.11
41780,South Africa,DDP,Ocean,07-Apr-11,07-Apr-11,Aurobindo Pharma Limited,120000,798000,11201,13084.26,1316.7
41784,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,7,117.6,,,0.15
41791,Ghana,EXW,Air,17-Jun-14,17-Jun-14,CIPLA LIMITED,24917,284053.8,3227,20654.13,292.01
41798,South Africa,DDP,Ocean,31-Jan-11,01-Feb-11,Aurobindo Pharma Limited,17013,40320.81,,,86.93
41838,Uganda,EXW,Air,27-Jul-12,27-Jul-12,HETERO LABS LIMITED,61290,143418.6,3528,16938.13,201.07
41841,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,53,3422.75,,,4.23
41852,South Africa,DDP,Truck,12-Feb-15,12-Feb-15,PHARMACY DIRECT,7,36.18,,,0.04
41875,South Africa,DDP,Truck,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,26,506.63,,,0.52
41878,Kenya,EXW,Air,09-Aug-11,09-Aug-11,"Orgenics, Ltd",7263,646407,2069,14307.97,1066.57
41892,Vietnam,EXW,Air,28-Sep-13,28-Sep-13,HETERO LABS LIMITED,497,2857.75,117,658.27,3.54
41902,Vietnam,EXW,Air,07-Jan-14,07-Jan-14,HETERO LABS LIMITED,13307,47239.85,1018,1681.58,58.44
41905,Uganda,EXW,Air,08-Apr-15,08-Apr-15,Aurobindo Pharma Limited,2335,18773.4,237,1488.99,22.1
41910,Burundi,EXW,Air,24-Mar-14,24-Mar-14,"Orgenics, Ltd",675,54000,278,5626.76,55.51
41916,South Africa,DDP,Ocean,10-Oct-11,10-Oct-11,Aurobindo Pharma Limited,48866,220385.66,4154,9951.37,363.64
41934,Burundi,EXW,Air,09-May-14,09-May-14,"Orgenics, Ltd",1128,90240,462,12205.04,92.77
41943,Vietnam,EXW,Air,13-Jul-15,13-Jul-15,HETERO LABS LIMITED,9600,96000,,,112.99
41953,Vietnam,EXW,Air,19-Oct-11,19-Oct-11,HETERO LABS LIMITED,40000,58000,2343,12751.68,95.7
41957,South Africa,DDP,Truck,12-May-15,12-May-15,PHARMACY DIRECT,2,51.19,,,0.05
41992,Nigeria,EXW,Air,30-Jun-15,06-Jul-15,"Orgenics, Ltd",4697,418033,,,492.02
42000,Kenya,EXW,Air,24-Aug-13,24-Aug-13,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",20000,600000,18580,241407.27,742.2
42030,South Sudan,EXW,Air,08-May-15,08-May-15,"Trinity Biotech, Plc",18,576,,,0.68
42038,Kenya,EXW,Air,16-Feb-10,19-Feb-10,"Orgenics, Ltd",7888,631040,1357,12965.93,1360.52
42061,South Africa,DDP,Truck,24-Aug-15,24-Aug-15,PHARMACY DIRECT,88,4713.55,,,4.85
42073,Burkina Faso,EXW,Air,11-Jul-15,11-Jul-15,HETERO LABS LIMITED,140,280,,,0.33
42094,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,1022,3808.14,,,4.71
42116,South Africa,DDP,Truck,27-Oct-09,27-Oct-09,S. BUYS WHOLESALER,500,2112.45,,,4.14
42125,Vietnam,EXW,Air,22-Dec-10,22-Dec-10,STRIDES ARCOLAB LIMITED,15153,35609.55,3595,12632.99,76.77
42138,Vietnam,EXW,Air,02-Feb-13,02-Feb-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),12492,51841.8,,,72.68
42140,"Congo, DRC",EXW,Air,04-Nov-14,04-Nov-14,"Trinity Biotech, Plc",39,1248,,,1.28
42156,Haiti,EXW,Ocean,20-Apr-15,20-Apr-15,HETERO LABS LIMITED,18273,84421.26,2001,7842.4,86.79
42159,Uganda,CIP,Air,30-Jul-14,30-Jul-14,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1300,72150,,,74.17
42179,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,22,433.8,,,0.54
42186,South Africa,DDP,Truck,19-Feb-15,19-Feb-15,PHARMACY DIRECT,3,21.46,,,0.02
42187,South Africa,DDP,Air,09-Jun-10,11-Jun-10,Aurobindo Pharma Limited,40751,118992.92,4806,6369.79,256.55
42190,Vietnam,EXW,Air,07-Sep-15,07-Sep-15,HETERO LABS LIMITED,5300,9540,,,11.23
42195,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,6304,129614.89,,,160.33
42215,South Sudan,EXW,Air,02-Jul-15,07-Jul-15,"Orgenics, Ltd",50,250,,,0.29
42221,Vietnam,EXW,Air,19-Mar-10,19-Mar-10,Aurobindo Pharma Limited,200,3780,,,7.41
42243,South Africa,DDP,Truck,09-Mar-15,09-Mar-15,PHARMACY DIRECT,9,196.47,,,0.2
42274,South Africa,DDP,Ocean,13-Jun-11,15-Sep-11,Aurobindo Pharma Limited,76097,506045.05,7105,6121.41,834.97
42275,Guyana,EXW,Air,16-Oct-09,16-Oct-09,"Orgenics, Ltd",507,36504,67,4400.85,71.55
42295,Vietnam,EXW,Air,24-Dec-14,19-Dec-14,HETERO LABS LIMITED,5280,55440,1570,2690.2,56.99
42300,South Africa,DDP,Truck,24-Aug-15,24-Aug-15,PHARMACY DIRECT,10,234.38,,,0.24
42334,Sudan,EXW,Air,07-May-10,07-May-10,"Standard Diagnostics, Inc.",60,1200,353,3843.25,2.59
42359,CÙte d'Ivoire,FCA,Air,12-Apr-11,12-Apr-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2706,18536.1,346,9539.6,39.96
42361,South Africa,DDP,Truck,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,13,287.28,,,0.34
42394,Zimbabwe,EXW,Air,18-Sep-12,18-Sep-12,"Orgenics, Ltd",5060,25300,2486,46552.3,35.47
42465,South Africa,DDP,Air,15-Dec-10,08-Dec-10,Aurobindo Pharma Limited,8989,66788.27,454,3315.24,144
42499,Rwanda,CIP,Air,13-Jun-10,13-Jun-10,HETERO LABS LIMITED,15030,38927.7,933,3847.96,76.3
42505,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,55,1833.08,,,2.27
42506,Uganda,EXW,Air,03-Aug-12,03-Aug-12,HETERO LABS LIMITED,66960,320738.4,7549,26095.99,449.68
42571,Pakistan,EXW,Air,09-Sep-13,09-Sep-13,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,4484,358720,1948,21689.39,502.93
42579,Haiti,FCA,Air,20-Mar-13,20-Mar-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),936,5559.84,128,1637.86,6.88
42655,Kenya,EXW,Air,07-Jul-10,08-Jul-10,"Orgenics, Ltd",6636,530880,1036,11163.27,1144.58
42659,South Africa,DDP,Ocean,16-Jan-12,23-Jan-12,Aurobindo Pharma Limited,35357,150620.82,2806,7292.27,248.52
42667,South Africa,DDP,Truck,24-Aug-15,24-Aug-15,PHARMACY DIRECT,70,3749.42,,,3.85
42752,Haiti,EXW,Ocean,19-Jul-14,19-Jul-14,CIPLA LIMITED,60000,630000,8113,8217.8,647.64
42757,CÙte d'Ivoire,FCA,Air,09-Mar-11,09-Mar-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),4014,27495.9,507,4520.66,59.28
42778,South Sudan,EXW,Air,03-Jun-15,03-Jun-15,"Orgenics, Ltd",15,75,,,0.09
42780,South Africa,DDP,Ocean,02-Sep-11,02-Sep-11,Aurobindo Pharma Limited,97753,238517.32,5778,14558.87,393.55
42797,South Africa,DDP,Ocean,26-Jun-11,07-Apr-11,Aurobindo Pharma Limited,130800,869820,12208,13829.57,1435.2
42811,Vietnam,EXW,Air,13-Aug-10,13-Aug-10,Aurobindo Pharma Limited,168,2184,2046,14405.31,4.71
42848,Tanzania,FCA,Air,19-Jan-12,19-Jan-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),405,3122.55,75,1262.36,5.15
42851,Sudan,EXW,Air,06-Jan-12,06-Jan-12,"Orgenics, Ltd",1,8,2,885.49,0.01
42858,Rwanda,CIP,Air,15-Apr-10,15-Apr-10,Aurobindo Pharma Limited,12730,246070.9,,,482.3
42870,Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,6400,11840,,,12.17
42882,South Africa,DDP,Truck,17-Feb-14,17-Feb-14,PHARMACY DIRECT,2500,37672.35,,,46.6
42912,Nigeria,EXW,Air,03-Dec-12,03-Dec-12,NOVARTIS PHARMA SERVICES AG,2500,105000,1725,11954.71,147.21
42917,Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,9989,18479.65,,,22.86
42980,Ethiopia,EXW,Air,02-Apr-12,02-Apr-12,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",924,22638,656,6488.44,31.74
42983,CÙte d'Ivoire,EXW,Air,23-Nov-12,23-Nov-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),939,21127.5,117,1766.57,29.62
42998,Vietnam,EXW,Air,23-Oct-09,23-Oct-09,Aurobindo Pharma Limited,6500,72475,,,142.05
43045,Tanzania,EXW,Air,06-Jun-11,06-Jun-11,"Standard Diagnostics, Inc.",3399,67980,1133,8509.57,112.17
43059,Haiti,CIP,Air,17-Jul-12,17-Jul-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),6705,113716.8,1979,853.07,159.43
43060,Nigeria,EXW,Air,09-Jan-13,26-Feb-13,"Orgenics, Ltd",1960,174440,882,,244.56
43079,Vietnam,EXW,Air,28-Dec-12,28-Dec-12,Aurobindo Pharma Limited,14055,31623.75,1304,2220.86,44.34
43085,Lesotho,EXW,Air,25-Apr-14,25-Apr-14,"Orgenics, Ltd",2104,168320,856,11063.78,173.03
43116,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,44,311.64,,,0.39
43136,Kenya,EXW,Air,18-Jan-10,18-Jan-10,"Orgenics, Ltd",3000,240000,907,9014.8,470.4
43140,Tanzania,EXW,Air,19-May-14,19-May-14,HETERO LABS LIMITED,96200,209716,6320,33343.63,215.59
43210,Vietnam,EXW,Air,10-Dec-12,10-Dec-12,Aurobindo Pharma Limited,12785,109951,,,154.15
43229,CÙte d'Ivoire,EXW,Air,24-Nov-10,24-Nov-10,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",220,5940,115,7883.32,12.81
43244,Guyana,FCA,Air,30-Nov-11,30-Nov-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2245,184539,598,5178.47,304.49
43250,South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",25,800,,,0.99
43272,South Africa,DDP,Truck,28-Apr-15,28-Apr-15,PHARMACY DIRECT,80,731.44,,,0.75
43286,Haiti,EXW,Ocean,22-Oct-12,22-Oct-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),33480,435240,,,610.21
43344,"Congo, DRC",EXW,Air,28-Nov-13,28-Nov-13,Aurobindo Pharma Limited,1014,1267.5,,,1.57
43347,Haiti,EXW,Air,18-Jan-12,18-Jan-12,AMSTELFARMA B.V.,3000,27750,,,38.91
43383,Uganda,EXW,Air,28-Apr-10,28-Apr-10,Aurobindo Pharma Limited,60,780,4,1045.04,1.68
43390,South Africa,DDP,Air,12-Aug-11,12-Aug-11,GLAXOSMITHKLINE EXPORT LIMITED,60000,601200,22956,27372.24,991.98
43425,Kenya,EXW,Air,16-Feb-10,19-Feb-10,"Orgenics, Ltd",7110,568800,1224,11847.25,1226.33
43430,South Africa,DDP,Ocean,05-Apr-11,05-Apr-11,CIPLA LIMITED,105707,725150.02,7092,7704.77,1196.5
43443,Kenya,EXW,Air,07-Jul-10,07-Jul-10,"Orgenics, Ltd",3,240,1302,12678.52,0.52
43450,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,25,659.22,,,0.82
43480,South Africa,DDP,Air,13-Dec-10,13-Dec-10,Aurobindo Pharma Limited,19098,60158.7,7367,3444.28,129.7
43486,Vietnam,FCA,Air,15-Jan-15,15-Jan-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),200,4652,22,1475.95,4.78
43507,South Africa,DDP,Truck,09-Mar-15,09-Mar-15,PHARMACY DIRECT,13,230.24,,,0.24
43526,Uganda,EXW,Air,13-Nov-14,13-Nov-14,"Orgenics, Ltd",4000,320000,1624,14692.8,328.96
43534,Mozambique,EXW,Air,22-Apr-15,22-Apr-15,"Orgenics, Ltd",5500,440000,2139,19193.57,517.88
43537,South Africa,DDP,Truck,12-May-15,12-May-15,PHARMACY DIRECT,27,1498.82,,,1.54
43600,Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,12317,43725.35,,,54.09
43628,Botswana,EXW,Air,13-Sep-10,13-Sep-10,"Trinity Biotech, Plc",15,465,5,592.46,1
43634,South Sudan,EXW,Air,16-May-13,16-May-13,"Trinity Biotech, Plc",52,1664,24,1170.36,2.06
43635,Vietnam,EXW,Air,13-Jun-14,13-Jun-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),13907,155063.05,1578,2689.85,191.81
43643,South Africa,DDP,Truck,31-May-10,31-May-10,S. BUYS WHOLESALER,500,3093.93,,,6.67
43693,Zambia,EXW,Air,29-May-15,29-May-15,"Trinity Biotech, Plc",8000,256000,2328,14581.51,301.31
43714,Nigeria,EXW,Air,01-Aug-12,30-Aug-12,"Orgenics, Ltd",8149,725261,3886,86928.23,1016.82
43749,"Congo, DRC",EXW,Air,04-Nov-14,04-Nov-14,"Trinity Biotech, Plc",65,2080,,,2.14
43762,South Africa,DDP,Truck,05-Aug-14,05-Aug-14,PHARMACY DIRECT,12,425.03,,,0.44
43786,Uganda,EXW,Air,18-Jun-13,18-Jun-13,"Trinity Biotech, Plc",427,13664,139,2473.96,16.9
43805,Haiti,EXW,Ocean,20-Oct-14,20-Oct-14,HETERO LABS LIMITED,9227,60990.47,813,1922.5,62.7
43807,South Africa,DDP,Ocean,13-Oct-11,13-Oct-11,Aurobindo Pharma Limited,10603,23962.78,3818,11234.1,39.54
43812,Rwanda,CIP,Air,13-Apr-10,13-Apr-10,Aurobindo Pharma Limited,10620,205284.6,1050,18475.61,402.36
43827,"Congo, DRC",EXW,Air,05-Sep-14,05-Sep-14,"Trinity Biotech, Plc",6,192,,,0.2
43834,Namibia,EXW,Air,25-Nov-14,25-Nov-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),29160,306180,3402,17118.8,314.75
43875,South Africa,DDP,Truck,25-Jun-14,25-Jun-14,PHARMACY DIRECT,23,408.18,,,0.42
43892,South Africa,DDP,Truck,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,12,209.09,,,0.25
43897,Zambia,EXW,Air,18-Mar-10,18-Mar-10,"Orgenics, Ltd",2161,155592,1051,16633.36,335.46
43905,Nigeria,EXW,Air,19-Mar-14,19-Mar-14,"Trinity Biotech, Plc",24250,776000,7080,70509.14,959.91
43906,South Africa,DDP,Truck,28-Apr-15,28-Apr-15,PHARMACY DIRECT,16,392.16,,,0.4
43912,Haiti,EXW,Air,11-May-15,11-May-15,Aurobindo Pharma Limited,1217,8239.09,124,976.44,8.47
43918,South Africa,DDP,Truck,19-Feb-15,19-Feb-15,PHARMACY DIRECT,3,70.76,,,0.07
43928,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,98,2214.85,,,2.74
43929,Uganda,FCA,Air,14-Jan-12,14-Jan-12,Hoffmann-La Roche ltd Basel,98,12362.16,18,586.16,20.4
43932,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,55,1814.33,,,2.24
43970,Tanzania,EXW,Ocean,29-Dec-10,29-Dec-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),53149,1057665.1,5803,27478.63,2280.33
43972,South Africa,DDP,Truck,28-Apr-15,28-Apr-15,PHARMACY DIRECT,60,935.7,,,0.96
43989,Tanzania,CIP,Air,11-Aug-09,11-Aug-09,BRISTOL-MYERS SQUIBB,3000,71010,363,777,139.18
43998,South Africa,DDP,Ocean,14-Sep-11,14-Sep-11,Aurobindo Pharma Limited,45232,110366.08,2674,5301.65,182.1
44031,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,8,134.55,,,0.17
44045,Uganda,EXW,Air,11-Nov-09,11-Nov-09,EMCURE PHARMACEUTICALS LTD,46,1200.14,3,986.79,2.35
44068,Vietnam,EXW,Air,23-Mar-15,23-Mar-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),21384,217047.6,2406,4219.32,223.12
44082,Nigeria,EXW,Air,09-Jul-14,09-Jul-14,"Orgenics, Ltd",11054,983806,4495,67915.7,1011.35
44092,Guyana,EXW,Air,12-Jan-11,12-Jan-11,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",40,100,2,281.61,0.16
44099,Haiti,FCA,Air,20-Jun-13,20-Jun-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),612,3635.28,76,1286.68,4.5
44105,Haiti,FCA,Air,07-Jul-15,07-Jul-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),350,2397.5,51,4126.9,2.46
44121,Swaziland,EXW,Air,30-Nov-13,30-Nov-13,"Trinity Biotech, Plc",200,6400,,,7.92
44131,South Africa,DDP,Truck,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,82,5009.96,,,5.9
44180,Cameroon,EXW,Air,18-Oct-13,18-Oct-13,Aurobindo Pharma Limited,19429,43715.25,,,54.08
44183,South Africa,DDP,Truck,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,60,1327.39,,,2.6
44204,South Africa,DDP,Truck,17-Feb-14,17-Feb-14,PHARMACY DIRECT,2500,21941.29,,,27.14
44209,Tanzania,EXW,Air,11-Apr-14,11-Apr-14,Aurobindo Pharma Limited,31528,171197.04,1899,10879.44,211.77
44247,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,9,196.8,,,0.24
44263,Zambia,EXW,Air,23-Jul-13,23-Jul-13,"Trinity Biotech, Plc",2730,87360,890,11367.59,108.06
44265,Rwanda,CIP,Air,08-Feb-11,08-Feb-11,Aurobindo Pharma Limited,276,6187.92,,,12.13
44304,Nigeria,EXW,Air,19-Aug-14,19-Aug-14,"Orgenics, Ltd",4758,423462,1934,28895.07,435.32
44307,South Africa,DDP,Ocean,07-Apr-11,09-May-11,Aurobindo Pharma Limited,39878,265188.7,,,437.56
44315,Guyana,EXW,Air,20-Nov-12,20-Nov-12,"Orgenics, Ltd",90,9000,41,1182.5,12.62
44330,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,14,111.95,,,0.14
44340,South Africa,DDP,Truck,03-Oct-14,03-Oct-14,PHARMACY DIRECT,51,466.28,,,0.48
44363,Dominican Republic,EXW,Air,04-Oct-13,04-Oct-13,EMCURE PHARMACEUTICALS LTD,1902,38040,170,1965.62,47.06
44373,Vietnam,EXW,Air,01-Mar-12,01-Mar-12,Aurobindo Pharma Limited,13000,29900,,,49.34
44393,Zambia,EXW,Air,12-May-15,08-May-15,"Orgenics, Ltd",5538,443040,5538,25380.88,455.45
44448,South Africa,DDP,Ocean,13-Dec-11,13-Dec-11,CIPLA LIMITED,104636,284609.92,11275,8527.46,469.61
44463,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,608,5932.29,,,7.34
44486,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,182,541.83,,,0.67
44501,Vietnam,FCA,Air,11-Dec-12,11-Dec-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),396,6023.16,53,439.17,8.44
44516,CÙte d'Ivoire,EXW,Air,26-Apr-13,26-Apr-13,"Orgenics, Ltd",2104,168320,917,16661.34,208.21
44567,Rwanda,EXW,Air,09-Sep-12,09-Sep-12,Aurobindo Pharma Limited,57961,130412.25,5525,43237.33,182.84
44577,Zimbabwe,FCA,Air,13-Dec-12,13-Dec-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1024,31559.68,1014,,44.25
44597,"Congo, DRC",EXW,Air,02-Jul-15,02-Jul-15,"Trinity Biotech, Plc",39,1248,,,1.47
44612,Vietnam,EXW,Air,09-Nov-10,09-Nov-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),40890,175827,3329,10455.35,379.08
44615,Vietnam,EXW,Air,03-Sep-15,03-Sep-15,HETERO LABS LIMITED,5700,10260,,,12.08
44630,Vietnam,EXW,Air,13-Jul-13,13-Jul-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30339,348595.11,3419,15006.27,431.21
44643,Vietnam,EXW,Air,13-Jul-15,13-Jul-15,HETERO LABS LIMITED,2000,21900,,,25.78
44694,Botswana,EXW,Air,30-Nov-09,30-Nov-09,Orasure Technologies Inc.,10,250,6,304.76,0.49
44702,Ethiopia,EXW,Air,30-Jul-13,30-Jul-13,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",4162,101969,2777,34137.03,126.14
44724,Vietnam,EXW,Air,01-Sep-15,01-Sep-15,Aurobindo Pharma Limited,3000,9900,,,11.65
44737,Vietnam,EXW,Air,16-May-12,16-May-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),20142,99702.9,6142,13850.65,139.78
44778,CÙte d'Ivoire,CIP,Air,01-Jul-11,01-Jul-11,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),3399,57647.04,1014,2093.32,95.12
44783,CÙte d'Ivoire,EXW,Air,30-Jun-11,30-Jun-11,"Standard Diagnostics, Inc.",2418,58032,859,7894.76,95.75
44808,Tanzania,EXW,Air,25-Jul-12,25-Jul-12,"Orgenics, Ltd",1387,110960,662,12035.47,155.57
44816,Nigeria,EXW,Air,19-Jan-15,16-Jan-15,"Orgenics, Ltd",6158,548062,2493,31090.27,563.41
44855,South Africa,DDP,Truck,12-Feb-15,12-Feb-15,PHARMACY DIRECT,189,1248.67,,,1.28
44860,Vietnam,EXW,Air,07-Sep-15,07-Sep-15,HETERO LABS LIMITED,2196,20862,,,24.55
44908,Mozambique,CIP,Air,04-Dec-09,04-Dec-09,GLAXOSMITHKLINE EXPORT LIMITED,1020,54784.2,,,107.38
44913,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,62,1549.54,,,1.92
44920,Vietnam,EXW,Air,18-May-10,18-May-10,Aurobindo Pharma Limited,9744,14128.8,656,6158,30.46
44922,Haiti,DDP,Truck,28-Jun-12,05-Jul-12,REINBOLD EXPORT IMPORT,1250,160937.5,,,225.63
44930,Nigeria,EXW,Air,18-Sep-13,18-Sep-13,"Orgenics, Ltd",3055,271895,1241,13325.59,336.33
44942,Nigeria,FCA,Air,08-Feb-11,08-Feb-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),273,10472.28,520,3759.22,22.58
44962,Uganda,FCA,Air,04-May-12,04-May-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),210,1554,36,677.4,2.18
44964,South Africa,DDP,Air,24-Aug-10,11-Aug-10,Aurobindo Pharma Limited,33972,85949.16,1823,1791.42,185.31
45020,South Africa,DDP,Truck,05-Aug-14,05-Aug-14,PHARMACY DIRECT,20,1599.83,,,1.64
45034,South Africa,DDP,Truck,03-Sep-09,03-Sep-09,S. BUYS WHOLESALER,40,431.92,,,0.85
45048,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,408,1608.59,,,1.99
45057,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,1043,17283.85,,,21.38
45090,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,621,12768.22,,,15.79
45143,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,17,368.99,,,0.46
45147,Uganda,EXW,Air,27-Jul-15,27-Jul-15,EMCURE PHARMACEUTICALS LTD,6907,124326,,,146.33
45149,Vietnam,EXW,Air,11-Feb-11,11-Feb-11,Aurobindo Pharma Limited,300,3900,21,3657.69,8.41
45150,South Sudan,EXW,Air,16-Aug-13,16-Aug-13,"Orgenics, Ltd",116,580,,,0.72
45158,Vietnam,FCA,Air,31-Jul-10,31-Jul-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1010,83022,255,8227.99,179
45160,South Sudan,EXW,Air,04-Jun-12,04-Jun-12,"Trinity Biotech, Plc",176,5632,71,1743.35,7.9
45168,South Africa,DDP,Truck,06-Feb-14,06-Feb-14,S. BUYS WHOLESALER,920,25777.7,,,31.89
45178,South Sudan,EXW,Air,08-Nov-13,08-Nov-13,"Orgenics, Ltd",450,40050,188,2997.85,49.54
45197,South Africa,DDP,Truck,24-Aug-15,24-Aug-15,PHARMACY DIRECT,27,620.91,,,0.64
45202,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,1021,23275.52,,,28.79
45248,Mozambique,EXW,Air,02-Apr-14,02-Apr-14,"Trinity Biotech, Plc",5673,181536,1674,10780.63,186.62
45267,Mozambique,EXW,Air,17-Mar-13,17-Mar-13,"Trinity Biotech, Plc",151,4832,54,1032.57,5.98
45278,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,23,592.47,,,0.73
45287,South Africa,DDP,Ocean,14-Sep-11,14-Sep-11,Aurobindo Pharma Limited,25000,204250,3313,5192.74,337.01
45292,Haiti,EXW,Air,23-Jun-14,23-Jun-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),3024,11944.8,140,1694.3,14.78
45320,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,33,650.7,,,0.8
45327,Namibia,EXW,Air,25-Nov-14,25-Nov-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),17640,185220,,,190.41
45343,Vietnam,EXW,Air,05-Dec-13,05-Dec-13,MICRO LABS LIMITED,11507,20367.39,539,1666.35,25.19
45347,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,50,3857.34,,,4.77
45348,South Africa,DDP,Truck,24-Jul-15,24-Jul-15,PHARMACY DIRECT,37,1874.52,,,1.93
45361,South Africa,DDP,Truck,27-Oct-09,27-Oct-09,S. BUYS WHOLESALER,3500,152545.53,,,298.99
45377,South Africa,DDP,Truck,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,86,6545.32,,,8.1
45400,Vietnam,FCA,Air,03-Nov-09,03-Nov-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),40,3068.8,114,4410.73,6.01
45440,Rwanda,EXW,Air,06-May-14,06-May-14,Aurobindo Pharma Limited,6821,10299.71,2686,,10.59
45442,South Africa,DDP,Ocean,05-Oct-11,20-Sep-11,Aurobindo Pharma Limited,137130,911914.5,45800,9726.53,1504.66
45460,South Africa,DDP,Truck,12-May-15,12-May-15,PHARMACY DIRECT,3,64.23,,,0.07
